Trade ID,Date,Day,Entry Time,Exit Time,Ticker Symbol,Long/Short,Entry Price,Exit Price,Number of Shares/Contracts,Stop-Loss Price,Take-Profit Price,Commission Paid,Trade Duration (minutes),Profit/Loss,Trade Outcome,Strategy Used,Notes
2073,29-01-2019,Tuesday,14:34:38,15:02:54,BANKNIFTY,Long,165.23,245.67,346,100.48,366.63,9.34,28.26666667,80.44,Win,ALGO,Randomly generated trade
9727,30-01-2019,Wednesday,10:10:55,13:06:35,BANKNIFTY,Short,251.64,101.94,121,141.04,391.03,8.46,175.6666667,149.7,Win,BREAKOUT,Randomly generated trade
6854,31-01-2019,Thursday,10:07:31,10:36:34,BANKNIFTY,Long,274.51,197.18,650,81.65,367.8,5.83,29.05,-77.33,Loss,SMC,Randomly generated trade
6282,01-02-2019,Friday,14:41:27,14:53:12,BANKNIFTY,Long,125.51,273.05,762,100.22,358.37,5.69,11.75,147.54,Win,ALGO,Randomly generated trade
6208,04-02-2019,Monday,11:14:34,13:17:36,BANKNIFTY,Short,296.95,100.56,738,108.34,321.61,5.1,123.0333333,196.39,Win,ALGO,Randomly generated trade
3692,05-02-2019,Tuesday,09:52:18,12:55:06,NIFTY,Short,183.53,270.13,935,141.58,336.35,2.43,182.8,-86.6,Loss,ALGO,Randomly generated trade
4995,06-02-2019,Wednesday,09:50:25,14:44:48,BANKNIFTY,Short,245.79,208.91,84,130.36,353.75,4.75,294.3833333,36.88,Win,BREAKOUT,Randomly generated trade
9504,07-02-2019,Thursday,11:50:04,13:24:23,BANKNIFTY,Short,182.46,121.27,131,141.23,376.39,6.43,94.31666667,61.19,Win,SMC,Randomly generated trade
4367,08-02-2019,Friday,12:10:21,13:00:05,BANKNIFTY,Long,133.17,147.9,575,105.56,324.61,9.75,49.73333333,14.73,Win,BREAKOUT,Randomly generated trade
7547,11-02-2019,Monday,10:51:31,11:58:07,BANKNIFTY,Short,206.22,239.44,5,111.95,394.91,3.66,66.6,-33.22,Loss,SMC,Randomly generated trade
3184,12-02-2019,Tuesday,11:17:32,13:14:09,NIFTY,Long,161.67,148.31,710,148.27,377.26,1.33,116.6166667,-13.36,Loss,SMC,Randomly generated trade
4355,13-02-2019,Wednesday,11:47:35,13:40:26,NIFTY,Short,232.37,161.64,463,106.01,369.36,8.39,112.85,70.73,Win,BREAKOUT,Randomly generated trade
2646,14-02-2019,Thursday,14:13:07,15:06:44,NIFTY,Short,175.55,252.68,832,115.77,375.48,5.23,53.61666667,-77.13,Loss,SMC,Randomly generated trade
8903,15-02-2019,Friday,10:07:26,11:21:13,NIFTY,Short,228.58,134.12,786,141.87,367.45,6.63,73.78333333,94.46,Win,SMC,Randomly generated trade
4123,18-02-2019,Monday,09:25:54,10:54:06,NIFTY,Long,155.08,286.07,328,90.98,371.88,9.76,88.2,130.99,Win,ALGO,Randomly generated trade
6888,19-02-2019,Tuesday,13:30:20,14:50:07,BANKNIFTY,Long,162.45,207.07,605,125.27,353.26,2.42,79.78333333,44.62,Win,SMC,Randomly generated trade
3600,20-02-2019,Wednesday,13:23:11,13:34:28,NIFTY,Short,156.23,198.65,405,109.27,300.46,6.35,11.28333333,-42.42,Loss,SMC,Randomly generated trade
6787,21-02-2019,Thursday,12:07:54,12:22:08,NIFTY,Long,159.02,103.79,674,133.97,356.39,5.05,14.23333333,-55.23,Loss,SMC,Randomly generated trade
7020,22-02-2019,Friday,13:40:29,14:12:20,NIFTY,Long,235.34,292.68,403,137.17,352.91,7.03,31.85,57.34,Win,SMC,Randomly generated trade
7266,25-02-2019,Monday,10:31:25,12:37:13,NIFTY,Long,140.93,135.51,444,105.2,328.54,7.41,125.8,-5.42,Loss,SMC,Randomly generated trade
3777,26-02-2019,Tuesday,13:38:26,15:00:39,BANKNIFTY,Short,210.66,256.37,116,96.39,335.34,4.68,82.21666667,-45.71,Loss,BREAKOUT,Randomly generated trade
5790,27-02-2019,Wednesday,13:01:53,14:50:39,NIFTY,Long,282.83,101.34,444,128.12,315.42,2.93,108.7666667,-181.49,Loss,BREAKOUT,Randomly generated trade
7492,28-02-2019,Thursday,13:46:11,14:13:53,BANKNIFTY,Short,134.2,283.38,16,120,332.46,8.55,27.7,-149.18,Loss,ALGO,Randomly generated trade
3377,01-03-2019,Friday,11:51:07,12:26:12,NIFTY,Long,250.7,194.55,210,137.1,371.33,8.19,35.08333333,-56.15,Loss,ALGO,Randomly generated trade
6373,05-03-2019,Tuesday,14:34:44,14:51:11,NIFTY,Long,140.47,229.71,468,101.23,303.05,4.24,16.45,89.24,Win,ALGO,Randomly generated trade
1291,06-03-2019,Wednesday,11:02:10,11:05:58,BANKNIFTY,Long,177.87,182.39,631,94.85,350.83,1.25,3.8,4.52,Win,BREAKOUT,Randomly generated trade
4110,07-03-2019,Thursday,12:56:56,12:59:30,NIFTY,Short,127.79,199.92,681,102.64,310.32,8.34,2.566666667,-72.13,Loss,SMC,Randomly generated trade
2859,08-03-2019,Friday,13:42:06,14:43:21,BANKNIFTY,Short,266.77,115.88,361,94.29,397.59,1.29,61.25,150.89,Win,ALGO,Randomly generated trade
7569,11-03-2019,Monday,10:41:08,11:20:16,BANKNIFTY,Long,295.41,227.93,174,107.62,334.92,6.14,39.13333333,-67.48,Loss,BREAKOUT,Randomly generated trade
6114,12-03-2019,Tuesday,10:03:21,11:45:50,NIFTY,Short,281.89,234.19,867,87.47,334.81,6.57,102.4833333,47.7,Win,SMC,Randomly generated trade
2689,13-03-2019,Wednesday,12:02:44,13:41:10,NIFTY,Short,239.2,109.35,250,82.38,370.17,7.63,98.43333333,129.85,Win,ALGO,Randomly generated trade
5324,14-03-2019,Thursday,10:39:51,12:48:31,BANKNIFTY,Short,216.79,224.89,379,141.68,331.76,9.53,128.6666667,-8.1,Loss,BREAKOUT,Randomly generated trade
9529,15-03-2019,Friday,13:27:45,14:54:26,BANKNIFTY,Long,233.51,291.84,809,141.31,311.22,2.52,86.68333333,58.33,Win,BREAKOUT,Randomly generated trade
7404,18-03-2019,Monday,11:26:28,14:39:10,NIFTY,Short,112,266.67,903,104.05,314.31,4.96,192.7,-154.67,Loss,ALGO,Randomly generated trade
9205,19-03-2019,Tuesday,14:29:03,14:46:48,BANKNIFTY,Short,226.5,139.57,401,108.2,335.84,9.71,17.75,86.93,Win,ALGO,Randomly generated trade
1788,20-03-2019,Wednesday,13:17:03,13:51:00,NIFTY,Long,187.68,181.45,162,85.61,339.33,4.76,33.95,-6.23,Loss,ALGO,Randomly generated trade
4637,22-03-2019,Friday,09:49:21,11:48:09,BANKNIFTY,Long,286.17,174.54,866,126.47,384.77,4.04,118.8,-111.63,Loss,ALGO,Randomly generated trade
4006,25-03-2019,Monday,13:16:45,14:10:58,NIFTY,Long,143.77,233.68,707,122.83,317.11,1.07,54.21666667,89.91,Win,SMC,Randomly generated trade
2172,26-03-2019,Tuesday,11:07:31,11:35:57,BANKNIFTY,Short,137.4,116.97,686,111.8,346.07,9.37,28.43333333,20.43,Win,SMC,Randomly generated trade
2710,27-03-2019,Wednesday,13:50:38,14:34:57,NIFTY,Long,234.61,120.09,518,80.82,371.44,9.49,44.31666667,-114.52,Loss,BREAKOUT,Randomly generated trade
8371,28-03-2019,Thursday,09:25:52,13:41:15,NIFTY,Long,197.77,258.56,851,112.44,357.33,2.97,255.3833333,60.79,Win,BREAKOUT,Randomly generated trade
5207,29-03-2019,Friday,12:59:09,13:47:54,NIFTY,Long,291.82,261.17,219,115.1,398.52,9.05,48.75,-30.65,Loss,SMC,Randomly generated trade
7179,01-04-2019,Monday,13:20:08,14:19:32,BANKNIFTY,Long,259.06,166.23,960,121.68,308.35,3.24,59.4,-92.83,Loss,SMC,Randomly generated trade
3020,02-04-2019,Tuesday,14:19:50,14:51:17,BANKNIFTY,Long,254.98,111.96,258,104.08,345.41,8.43,31.45,-143.02,Loss,ALGO,Randomly generated trade
5627,03-04-2019,Wednesday,09:33:29,11:58:06,BANKNIFTY,Short,231.23,186.12,814,102.79,367.66,3.04,144.6166667,45.11,Win,BREAKOUT,Randomly generated trade
8059,04-04-2019,Thursday,11:05:09,14:44:17,BANKNIFTY,Long,230.11,148.81,330,111.56,356.92,8.36,219.1333333,-81.3,Loss,BREAKOUT,Randomly generated trade
9341,05-04-2019,Friday,12:57:39,13:24:51,NIFTY,Long,282.74,169.05,676,147.46,394.96,7.09,27.2,-113.69,Loss,SMC,Randomly generated trade
5481,08-04-2019,Monday,13:43:36,13:51:06,BANKNIFTY,Short,297.13,248.09,759,114.49,352.56,5.62,7.5,49.04,Win,BREAKOUT,Randomly generated trade
6315,09-04-2019,Tuesday,14:14:22,14:42:33,BANKNIFTY,Short,105.01,228.12,21,85.05,320.83,3.85,28.18333333,-123.11,Loss,ALGO,Randomly generated trade
2460,10-04-2019,Wednesday,13:47:18,14:31:31,NIFTY,Short,251.6,191.06,540,142.4,357.91,8.94,44.21666667,60.54,Win,SMC,Randomly generated trade
6806,11-04-2019,Thursday,11:14:43,12:30:56,BANKNIFTY,Long,181.28,234.52,721,133.22,388.77,5.8,76.21666667,53.24,Win,ALGO,Randomly generated trade
3851,12-04-2019,Friday,13:50:11,14:38:01,BANKNIFTY,Long,210.43,195.14,742,115.33,322.87,5.18,47.83333333,-15.29,Loss,ALGO,Randomly generated trade
2089,15-04-2019,Monday,13:40:00,14:15:32,NIFTY,Long,181.24,102.59,780,112.04,325.06,6.25,35.53333333,-78.65,Loss,ALGO,Randomly generated trade
3583,16-04-2019,Tuesday,09:49:18,14:57:14,BANKNIFTY,Long,231.53,211.63,113,137.26,381.96,9.54,307.9333333,-19.9,Loss,ALGO,Randomly generated trade
5787,18-04-2019,Thursday,14:34:22,14:59:50,NIFTY,Short,213.96,207.4,699,82.8,353.47,9.68,25.46666667,6.56,Win,ALGO,Randomly generated trade
5107,22-04-2019,Monday,11:44:49,12:20:52,NIFTY,Long,156.79,226.45,719,97.37,393.38,1.98,36.05,69.66,Win,SMC,Randomly generated trade
6819,23-04-2019,Tuesday,09:39:49,11:44:38,BANKNIFTY,Short,226.54,236.43,101,120.87,331.43,6.77,124.8166667,-9.89,Loss,SMC,Randomly generated trade
6159,24-04-2019,Wednesday,13:00:38,14:01:03,BANKNIFTY,Long,294.42,298.96,494,82.13,305.36,9.77,60.41666667,4.54,Win,SMC,Randomly generated trade
8401,25-04-2019,Thursday,14:33:53,14:41:36,BANKNIFTY,Short,235.35,106.97,750,106.27,341.43,8.6,7.716666667,128.38,Win,BREAKOUT,Randomly generated trade
2081,26-04-2019,Friday,12:05:30,14:58:54,NIFTY,Short,265.7,189.4,334,127.67,386.58,4.51,173.4,76.3,Win,BREAKOUT,Randomly generated trade
5146,30-04-2019,Tuesday,12:04:10,13:02:41,NIFTY,Short,118.22,200.23,594,128.16,343.7,2.13,58.51666667,-82.01,Loss,SMC,Randomly generated trade
6627,02-05-2019,Thursday,15:08:49,15:09:02,BANKNIFTY,Short,222.09,180.2,610,83.96,391.7,4.03,0.216666667,41.89,Win,BREAKOUT,Randomly generated trade
7043,03-05-2019,Friday,09:45:25,14:21:01,NIFTY,Short,287.32,218.31,409,81.39,399.32,9.33,275.6,69.01,Win,BREAKOUT,Randomly generated trade
2255,06-05-2019,Monday,11:40:08,14:31:30,BANKNIFTY,Short,138.09,237.41,812,93.21,388.29,5.65,171.3666667,-99.32,Loss,BREAKOUT,Randomly generated trade
6481,07-05-2019,Tuesday,10:23:43,12:09:29,BANKNIFTY,Long,141.75,224.07,467,120.8,307.38,6.43,105.7666667,82.32,Win,ALGO,Randomly generated trade
9131,08-05-2019,Wednesday,09:36:16,09:37:59,BANKNIFTY,Short,147.18,197.5,712,84.57,331.82,3.23,1.716666667,-50.32,Loss,ALGO,Randomly generated trade
7626,09-05-2019,Thursday,11:00:41,13:11:17,BANKNIFTY,Short,236.05,238.02,54,148.09,394.03,6.32,130.6,-1.97,Loss,BREAKOUT,Randomly generated trade
6518,10-05-2019,Friday,13:48:59,14:42:46,BANKNIFTY,Short,203.68,292.4,21,108.49,391.84,4.02,53.78333333,-88.72,Loss,BREAKOUT,Randomly generated trade
5917,13-05-2019,Monday,11:44:45,14:48:53,NIFTY,Short,166.01,183.32,640,128.56,391.68,8.11,184.1333333,-17.31,Loss,ALGO,Randomly generated trade
1674,14-05-2019,Tuesday,09:38:58,10:05:44,BANKNIFTY,Long,252.24,208.14,394,101.21,334.7,7.71,26.76666667,-44.1,Loss,BREAKOUT,Randomly generated trade
3012,15-05-2019,Wednesday,12:38:40,14:40:34,BANKNIFTY,Short,225.5,277.84,645,101.43,326.53,7.08,121.9,-52.34,Loss,BREAKOUT,Randomly generated trade
6564,16-05-2019,Thursday,12:38:59,13:16:04,NIFTY,Short,295.57,148.18,694,107.23,321.89,9.41,37.08333333,147.39,Win,BREAKOUT,Randomly generated trade
3730,17-05-2019,Friday,13:40:02,14:34:10,NIFTY,Short,280.36,227.66,375,136.3,332.26,4,54.13333333,52.7,Win,BREAKOUT,Randomly generated trade
5056,20-05-2019,Monday,13:53:14,14:56:25,BANKNIFTY,Long,116.01,251.82,209,129.97,306.78,3.85,63.18333333,135.81,Win,SMC,Randomly generated trade
9879,21-05-2019,Tuesday,13:50:44,13:58:22,NIFTY,Short,299.55,141.48,176,140.58,380.81,6.72,7.633333333,158.07,Win,BREAKOUT,Randomly generated trade
5115,22-05-2019,Wednesday,11:57:40,12:20:00,NIFTY,Short,223.89,275.71,172,136.37,382.08,9.93,22.33333333,-51.82,Loss,BREAKOUT,Randomly generated trade
5835,23-05-2019,Thursday,10:48:42,11:39:49,BANKNIFTY,Short,109.38,276,199,89.61,323.14,9.7,51.11666667,-166.62,Loss,ALGO,Randomly generated trade
1907,24-05-2019,Friday,10:23:44,11:36:57,BANKNIFTY,Short,190.56,295.95,440,96.84,365.82,2.51,73.21666667,-105.39,Loss,SMC,Randomly generated trade
5172,27-05-2019,Monday,11:22:06,11:47:00,BANKNIFTY,Short,210.39,251.16,459,125.44,338.26,3,24.9,-40.77,Loss,BREAKOUT,Randomly generated trade
8501,28-05-2019,Tuesday,09:20:34,10:12:11,BANKNIFTY,Long,236.62,116.13,981,113.56,344.26,8.13,51.61666667,-120.49,Loss,BREAKOUT,Randomly generated trade
3848,29-05-2019,Wednesday,11:10:54,14:42:59,BANKNIFTY,Long,240.95,174.83,671,138.31,399.45,4.58,212.0833333,-66.12,Loss,BREAKOUT,Randomly generated trade
6784,30-05-2019,Thursday,14:45:12,14:49:35,NIFTY,Short,162,141.48,7,129.8,357.13,8.14,4.383333333,20.52,Win,SMC,Randomly generated trade
6346,31-05-2019,Friday,09:56:52,11:46:33,BANKNIFTY,Long,163.6,250.89,238,117.25,384.43,2.25,109.6833333,87.29,Win,ALGO,Randomly generated trade
7833,03-06-2019,Monday,14:17:55,14:49:58,NIFTY,Short,199.23,247.62,501,140.03,336.25,3.72,32.05,-48.39,Loss,BREAKOUT,Randomly generated trade
5113,04-06-2019,Tuesday,14:43:45,14:58:15,NIFTY,Long,160.21,285.72,67,116.48,369.2,9.95,14.5,125.51,Win,SMC,Randomly generated trade
4204,06-06-2019,Thursday,14:56:04,15:02:08,NIFTY,Short,216.85,219.17,464,105.05,362.38,5.75,6.066666667,-2.32,Loss,SMC,Randomly generated trade
9027,07-06-2019,Friday,11:07:09,14:08:33,NIFTY,Long,189.87,215.02,348,102.38,363.08,8.8,181.4,25.15,Win,BREAKOUT,Randomly generated trade
9000,10-06-2019,Monday,11:45:06,11:51:24,NIFTY,Long,215.42,117.14,414,97.41,347.24,3.27,6.3,-98.28,Loss,BREAKOUT,Randomly generated trade
2079,11-06-2019,Tuesday,09:23:59,13:07:22,BANKNIFTY,Short,131.81,255.47,801,103.23,395.79,7.6,223.3833333,-123.66,Loss,BREAKOUT,Randomly generated trade
7122,12-06-2019,Wednesday,11:25:47,12:13:45,BANKNIFTY,Short,281.84,238.99,71,129.25,394.97,1.2,47.96666667,42.85,Win,ALGO,Randomly generated trade
8825,13-06-2019,Thursday,14:47:47,14:48:04,NIFTY,Short,148.85,146.53,583,128.07,361.25,6.71,0.283333333,2.32,Win,SMC,Randomly generated trade
6332,14-06-2019,Friday,14:37:40,14:42:50,NIFTY,Short,161.27,245.7,884,80.68,373.8,2.85,5.166666667,-84.43,Loss,ALGO,Randomly generated trade
4100,17-06-2019,Monday,12:39:48,14:59:12,NIFTY,Long,111,146.64,896,117.95,376.46,4.65,139.4,35.64,Win,ALGO,Randomly generated trade
9348,18-06-2019,Tuesday,10:00:18,12:42:16,NIFTY,Long,227.91,157.47,978,125.51,351.75,9.34,161.9666667,-70.44,Loss,BREAKOUT,Randomly generated trade
3666,19-06-2019,Wednesday,09:24:34,10:58:06,NIFTY,Long,213.7,213.51,389,89.04,325.29,5.39,93.53333333,-0.19,Loss,BREAKOUT,Randomly generated trade
1084,20-06-2019,Thursday,09:52:15,14:02:57,NIFTY,Short,227.51,138.48,911,100.38,303.41,1.6,250.7,89.03,Win,BREAKOUT,Randomly generated trade
2148,21-06-2019,Friday,13:56:59,14:13:00,NIFTY,Short,282.23,176.08,993,140.08,332.61,7.07,16.01666667,106.15,Win,BREAKOUT,Randomly generated trade
6411,24-06-2019,Monday,11:10:44,13:41:32,BANKNIFTY,Long,264.51,177.38,338,149.38,357.51,3.76,150.8,-87.13,Loss,ALGO,Randomly generated trade
1309,25-06-2019,Tuesday,09:25:07,12:35:01,BANKNIFTY,Long,159.71,210.06,175,125.24,374.88,3.92,189.9,50.35,Win,SMC,Randomly generated trade
9401,26-06-2019,Wednesday,14:14:57,14:36:46,NIFTY,Short,148.51,215.7,214,144.03,352.54,8.81,21.81666667,-67.19,Loss,BREAKOUT,Randomly generated trade
6436,27-06-2019,Thursday,12:16:33,15:09:00,BANKNIFTY,Long,191.94,236.09,393,131.67,393.04,4.87,172.45,44.15,Win,ALGO,Randomly generated trade
3450,28-06-2019,Friday,14:52:07,15:09:49,BANKNIFTY,Short,173.37,271.09,919,132.99,371.85,3.64,17.7,-97.72,Loss,SMC,Randomly generated trade
2528,01-07-2019,Monday,11:27:03,12:14:48,BANKNIFTY,Long,140.59,184.6,797,130.01,398.23,2.63,47.75,44.01,Win,BREAKOUT,Randomly generated trade
6788,02-07-2019,Tuesday,13:46:05,13:55:04,BANKNIFTY,Long,257.34,216.34,167,84.66,346.97,5.98,8.983333333,-41,Loss,SMC,Randomly generated trade
8761,03-07-2019,Wednesday,13:39:11,14:00:32,BANKNIFTY,Short,228.31,156.46,696,129.13,348.35,1.16,21.35,71.85,Win,SMC,Randomly generated trade
3164,04-07-2019,Thursday,10:53:50,14:35:03,BANKNIFTY,Short,261.42,127.57,236,143.36,395.42,1.91,221.2166667,133.85,Win,SMC,Randomly generated trade
9387,05-07-2019,Friday,13:45:48,14:01:30,NIFTY,Short,286.22,284.19,131,89.76,357.9,2.4,15.7,2.03,Win,BREAKOUT,Randomly generated trade
9046,08-07-2019,Monday,11:51:32,12:33:04,NIFTY,Long,274.77,239.78,223,83.37,342.91,3.53,41.53333333,-34.99,Loss,BREAKOUT,Randomly generated trade
2330,09-07-2019,Tuesday,11:21:56,12:46:43,NIFTY,Short,153.12,116.76,427,144.42,371.6,9.46,84.78333333,36.36,Win,BREAKOUT,Randomly generated trade
2038,10-07-2019,Wednesday,12:19:49,13:06:37,NIFTY,Short,225.11,228.99,759,123.3,389.47,4.27,46.8,-3.88,Loss,BREAKOUT,Randomly generated trade
6344,11-07-2019,Thursday,13:41:12,14:25:01,NIFTY,Long,118.14,272.65,525,99.92,392.58,4.24,43.81666667,154.51,Win,BREAKOUT,Randomly generated trade
2251,12-07-2019,Friday,11:59:59,12:31:59,BANKNIFTY,Long,298.8,165.92,828,85.73,357.13,5.77,32,-132.88,Loss,BREAKOUT,Randomly generated trade
9461,15-07-2019,Monday,14:38:56,14:53:08,NIFTY,Long,294.84,184.8,793,92.43,397.16,5.03,14.2,-110.04,Loss,SMC,Randomly generated trade
4514,16-07-2019,Tuesday,09:36:21,11:33:52,BANKNIFTY,Short,164.06,169.54,677,144.49,310.73,5.78,117.5166667,-5.48,Loss,SMC,Randomly generated trade
9164,17-07-2019,Wednesday,10:32:54,14:46:25,NIFTY,Short,184.66,288.24,426,136.68,308.59,2.59,253.5166667,-103.58,Loss,SMC,Randomly generated trade
7925,18-07-2019,Thursday,09:40:02,12:46:14,NIFTY,Long,193,265.17,103,134.08,336.92,1.23,186.2,72.17,Win,ALGO,Randomly generated trade
6975,19-07-2019,Friday,10:55:00,13:21:18,BANKNIFTY,Long,170.19,162.63,646,147.11,367.72,3.72,146.3,-7.56,Loss,BREAKOUT,Randomly generated trade
4349,22-07-2019,Monday,10:40:03,12:58:56,BANKNIFTY,Long,213.01,114.29,311,145.38,307.92,5.97,138.8833333,-98.72,Loss,ALGO,Randomly generated trade
8622,23-07-2019,Tuesday,12:06:20,12:15:34,BANKNIFTY,Long,293.55,143.76,512,109.6,310.27,5.16,9.233333333,-149.79,Loss,BREAKOUT,Randomly generated trade
2099,24-07-2019,Wednesday,11:45:55,12:41:15,NIFTY,Short,124.65,258.89,177,83.18,362.84,4.87,55.33333333,-134.24,Loss,ALGO,Randomly generated trade
7374,25-07-2019,Thursday,13:36:39,14:03:21,NIFTY,Short,223,212.5,538,141.98,330.53,1.84,26.7,10.5,Win,ALGO,Randomly generated trade
6502,26-07-2019,Friday,10:04:38,10:23:45,NIFTY,Long,183.77,109.63,745,125.12,391.88,1.73,19.11666667,-74.14,Loss,SMC,Randomly generated trade
3268,29-07-2019,Monday,15:00:22,15:09:10,NIFTY,Short,219.96,274.71,977,104.89,361.72,8.79,8.8,-54.75,Loss,SMC,Randomly generated trade
4656,30-07-2019,Tuesday,10:14:24,12:23:10,BANKNIFTY,Long,286.87,234.83,135,100.89,375.95,6.52,128.7666667,-52.04,Loss,SMC,Randomly generated trade
1263,31-07-2019,Wednesday,14:56:08,15:07:53,NIFTY,Short,113.97,215.28,887,127.52,370.92,6.97,11.75,-101.31,Loss,BREAKOUT,Randomly generated trade
3423,01-08-2019,Thursday,13:26:36,14:08:42,NIFTY,Long,288.55,260.05,41,80.41,377.46,4.27,42.1,-28.5,Loss,ALGO,Randomly generated trade
5816,02-08-2019,Friday,12:55:39,13:02:41,BANKNIFTY,Long,273.68,115.97,509,147.36,370.85,9.54,7.033333333,-157.71,Loss,SMC,Randomly generated trade
2310,05-08-2019,Monday,09:33:07,11:06:33,BANKNIFTY,Long,289.76,157.46,878,97.44,314.82,8.67,93.43333333,-132.3,Loss,BREAKOUT,Randomly generated trade
6846,06-08-2019,Tuesday,12:17:12,14:22:28,BANKNIFTY,Short,262.96,240.38,21,113.45,325.26,6.41,125.2666667,22.58,Win,ALGO,Randomly generated trade
4085,07-08-2019,Wednesday,14:34:10,14:41:18,NIFTY,Short,232.85,122.34,985,147.38,337.05,1.42,7.133333333,110.51,Win,SMC,Randomly generated trade
3143,08-08-2019,Thursday,13:18:19,14:17:40,NIFTY,Short,184.11,195.72,267,127.95,364.15,7.72,59.35,-11.61,Loss,BREAKOUT,Randomly generated trade
8748,09-08-2019,Friday,10:51:08,11:17:39,NIFTY,Long,156.74,279.95,318,141.69,343.88,1.85,26.51666667,123.21,Win,BREAKOUT,Randomly generated trade
6282,13-08-2019,Tuesday,10:32:49,14:05:21,BANKNIFTY,Short,121.58,232.2,242,124.61,392.35,4.34,212.5333333,-110.62,Loss,ALGO,Randomly generated trade
6346,14-08-2019,Wednesday,15:09:44,15:09:56,NIFTY,Short,152.67,135.88,302,101.18,347.76,1.46,0.2,16.79,Win,BREAKOUT,Randomly generated trade
3067,16-08-2019,Friday,14:40:29,14:41:37,NIFTY,Short,135.49,252.57,360,84.95,341.17,8.36,1.133333333,-117.08,Loss,SMC,Randomly generated trade
7102,19-08-2019,Monday,11:10:33,11:16:09,NIFTY,Long,202.21,180.76,388,144.82,378.69,1.24,5.6,-21.45,Loss,SMC,Randomly generated trade
5932,20-08-2019,Tuesday,10:08:02,14:38:30,NIFTY,Long,230.87,194.67,124,111.44,360.59,2.87,270.4666667,-36.2,Loss,ALGO,Randomly generated trade
